Image name,SKU name,Name,Inventory,Price,Category,Colour,Description
EAR01.jpg.jpg,EAR01,Teal Floral Studs,1,349,Earring,Teal / Aqua Blue and White,"These are a matched pair of hand-crafted embroidered stud earrings featuring radial floral petal motifs worked in teal and white silk or rayon thread. The outer edge is bordered with a ring of white seed beads, while the center is adorned with a cluster of small teal-colored round beads. The craftsmanship suggests hand embroidery on a fabric base, making them suitable for casual wear, ethnic occasions, or artisan/boho styling. Based on the ruler visible in the image, each piece measures approximately 2cm in diameter."
EAR02.jpg.jpg,EAR02,Pink Petal Studs,1,349,Earring,Fuchsia Pink and Yellow,"A pair of handcrafted fabric-based stud earrings featuring intricate silk thread embroidery in vibrant fuchsia pink with yellow satin stitch radiating from a central faux pearl, bordered by pink seed beads on a raw-edge fabric base. The detailed zardozi/aari-style craftsmanship makes these suitable for festive, ethnic, or Indo-fusion occasions. The ruler in the image confirms each piece measures approximately 3–3.5cm in visible diameter, though the style and weight suggest they function as statement studs."
EAR03.jpg.jpg,EAR03,Lemon Slice Studs,1,349,Earring,Yellow and White,"These are a matching pair of handcrafted embroidered patch earrings designed to resemble cross-sectioned lemon slices. Each piece features golden-yellow thread worked in a radial satin-stitch pattern, divided into segments by lines of white seed beads, with a cluster of small gold beads at the center and a border of white seed beads around the circumference. The technique appears to be bead embroidery on a fabric or felt base, making these lightweight and suitable for casual, bohemian, or summer-themed occasions."
EAR04.jpg.jpg,EAR04,Garden Bloom Studs,1,349,Earring,Teal / Aqua Blue and White,"These are a matched pair of hand-crafted embroidered stud earrings featuring radial floral petal motifs worked in teal and white silk or rayon thread. The outer edge is bordered with a ring of white seed beads, while the center is adorned with a cluster of small teal-colored round beads. The craftsmanship suggests hand embroidery on a fabric base, making them suitable for casual wear, ethnic occasions, or artisan/boho styling. Based on the ruler visible in the image, each piece measures approximately 2cm in diameter."
EAR05.jpg.jpg,EAR05,Blue Floral Studs,1,349,Earring,Blue and White,"A matching pair of handcrafted circular stud earrings featuring dense royal blue silk or rayon thread embroidery with white radial spoke stitching forming a stylized flower motif. The perimeter and petal divisions are outlined with white seed beads, and the center is accented with a cluster of small dark navy/cobalt beads. The ruler in the image confirms each piece is approximately 2cm in diameter. These appear to be textile-based earrings likely mounted on a fabric or felt base, suitable for casual, ethnic, or festive occasions."
EAR06.jpg.jpg,EAR06,Heart & Circle Studs,1,349,Earring,"White, Dark Grey/Black, and Teal","This is a pair of handcrafted embroidered appliqué patches — one heart-shaped and one round — each featuring a radiating starburst design made from dark and light grey thread, bordered with white seed beads and centred with small teal/grey pearl-like beads. The ruler indicates each piece measures approximately 3cm across. The fine beadwork and thread work suggest artisanal craftsmanship; these are likely textile embellishments or brooches suitable for embellishing garments, bags, or accessories rather than standalone jewelry."
EAR07.jpg.jpg,EAR07,Neon Daisy Clips,1,399,Earring,"Hot Pink, Neon Yellow, and Orange-Red","A pair of bold, oversized plastic daisy-style clip-on earrings or brooches featuring alternating neon yellow and hot pink petals layered in multiple tiers, with a raised orange-red beaded dome centre. The piece appears to be made entirely of moulded plastic, suggesting a fun, casual or festive accessory suited for children's wear, summer festivals, or novelty fashion. The ruler in the image confirms each flower measures approximately 5–6 cm in diameter."
EAR08.jpg.jpg,EAR08,Dark Sunflower Brooch,1,399,Earring,Gunmetal / Dark Silver and Yellow,"These are a matching pair of fan-shaped floral brooches featuring multiple layers of elongated dark hematite or gun-metal lozenge-shaped petals fanned out in a semicircle, anchored by a domed yellow beaded center mimicking a sunflower's disc. The ruler in the image confirms each brooch is approximately 4–5cm wide. The iridescent sheen on the petals of the right brooch suggests slight variation in finish, possibly oxidised or AB-coated stones. These statement pieces are well-suited for festive, ethnic, or avant-garde fashion styling."
EAR09.jpg.jpg,EAR09,Sunflower Burst Clips,1,399,Earring,"Multicolour — Yellow, Pink (Magenta), Gold/Beige, Orange","A vibrant pair of sunflower-shaped clip-on earrings featuring multiple layers of petals in bold yellow, hot pink/magenta, and metallic gold/beige tones, anchored by a raised orange textured centre resembling sunflower seeds. The petals appear to be made from a soft rubber or silicone-like material, giving them a flexible, tactile quality. Suitable for casual everyday wear, festivals, or as a fun earring accessory for children and adults alike. Based on the ruler visible in the image, each clip measures approximately 5–6cm across."
EAR10.jpg.jpg,EAR10,Sequin Sunflower Brooch,1,399,Earring,"Orange, Red, Gold, Amber Iridescent","A matching pair of sunflower-shaped brooches featuring layered iridescent sequin petals in warm orange, red, and gold tones that shift colour with light. The centre is a raised, textured orange resin or plastic dome mimicking a sunflower's seed head. Based on the ruler visible in the image, each brooch measures approximately 4–5cm across, making them a bold statement accessory suitable for festive or costume wear, as well as vintage-style fashion."
EAR11.jpg.jpg,EAR11,Rainbow Daisy Clips,1,399,Earring,"Multicolour (Rainbow — Pink, Purple, Blue, Green, Yellow, Orange)","A pair of vibrant rainbow-coloured daisy flower clip-on earrings, each featuring multiple layers of elongated foam or rubber petals arranged in a sunflower/gerbera daisy style. The centre is a hot pink dome with a textured bubble/bead pattern. The clips are mounted on a flat alligator-style clip-on earring base. These are fun, playful accessories suited for children, festivals, or casual wear."
EAR12.jpg.jpg,EAR12,Red Sequin Sunflower,2,399,Earring,Deep Red / Crimson with Black Centre,"A matching pair of handcrafted floral accessories featuring layered metallic red/crimson sequin petals arranged in a sunflower or gerbera daisy style, with a domed black bead-encrusted centre. The petals have a shiny, anodised or foil-coated finish giving a rich jewel-like appearance. Based on the ruler visible in the image, each piece measures approximately 4–5cm across, making them suitable as clip-on earrings, shoe clips, or decorative brooches for festive, bridal, or costume occasions."
EAR13.jpg.jpg,EAR13,Violet Sunflower Clips,4,399,Earring,Purple and Lavender,"These are a pair of purple sunflower-shaped decorative clips, likely earring accessories or fabric brooches, crafted from molded resin or plastic. Each piece features layered petal construction in two tones of purple (lavender outer petals and deeper purple inner petals) with a textured dome center mimicking sunflower seeds. They appear to be mounted on a fabric or ribbon base, suggesting use as clip-on earrings or bag charms, suitable for casual or festive occasions."
EAR14.jpg.jpg,EAR14,Aurora Sunflower Clips,4,399,Earring,Yellow and Iridescent Green-Gold,"A pair of decorative sunflower-shaped clip-on earrings featuring multiple layers of iridescent, textured petals in green and gold tones with a raised yellow bead-cluster center mimicking a sunflower's disc florets. The petals have a holographic, shimmery finish suggesting a resin or coated polymer material. These appear to be casual or everyday accessories suitable for children or playful fashion styling, mounted with a clip-on fastening visible at the right edge."
EAR15.jpg.jpg,EAR15,Bride Blue Beaded Clips,4,549,Earring,"Blue, White, and Gold","This is a pair of bridal clip-on earrings featuring the word 'BRIDE' spelled out in white seed beads on a bright blue seed bead background, edged with gold-tone trim. Each clip is adorned on the left end with a cluster of faceted crystal rhinestones arranged in a floral/star motif. Based on the ruler visible in the image, each clip measures approximately 7cm in length, making them statement earring accessories. These are clearly designed for bridal occasions, bachelorette parties, or wedding-day wear."
EAR16.jpg.jpg,EAR16,Bride Pink Beaded Clips,1,549,Earring,Pink and White,"A pair of matching 'BRIDE' clip-on earrings/barrettes featuring densely packed pink and white seed beads forming bold block lettering on a fabric-backed base, approximately 5–6cm in length as confirmed by the ruler in the image. Each clip is adorned with a decorative crystal rhinestone floral cluster on the left end, adding a bridal sparkle. Ideal for bachelorette parties, bridal showers, or wedding-day earring accessories; the two pieces appear to be a matched set with slight colour-inversion variation between them."
EAR17.jpg.jpg,EAR17,Hot Pink Heart Drops,1,549,Earring,"Hot Pink, White, and Gold","These are statement beaded earrings featuring a large heart-shaped pendant drop adorned with hot pink seed beads, white faux pearl beads, gold seed beads, and crystal/rhinestone accents arranged in concentric rows. The earring back is a small circular stud component also covered in matching pink seed beads and white pearls, from which the heart pendant hangs. The craftsmanship involves intricate hand-beading with metallic pink thread filling the interior of the heart shape. Based on the ruler visible in the image, the heart portion measures approximately 4–5cm across, making these a bold, festive accessory suitable for parties, weddings, or Valentine's-themed occasions."
EAR18.jpg.jpg,EAR18,White Heart Drop Pair,1,549,Earring,White and Gold,"These are handcrafted bead embroidery earrings featuring a large heart-shaped main pendant adorned with white tube beads, gold seed beads, pearl beads, and sparkling crystal/rhinestone accents arranged in concentric decorative rows. A smaller oval bead-embroidered stud connects via a gold hoop to the heart drop, suggesting a two-part construction. The intricate layering of mixed bead types indicates skilled artisanal craftsmanship, making these suitable for bridal, festive, or special occasion wear."
EAR19.jpg.jpg,EAR19,Mint Green Heart Drops,1,549,Earring,"Green, Mint, Gold and White","These statement earrings feature a large heart-shaped base intricately embroidered with mint green bugle beads at the center, surrounded by concentric rows of pearl beads, gold seed beads, and crystal/rhinestone embellishments, all bordered by emerald green seed beads. A small circular bead-embroidered charm dangles below the main motif, adding movement. The handcrafted bead embroidery technique and ornate layering make these suitable for festive, ethnic, or bridal occasions."
EAR20.jpg.jpg,EAR20,Red Pearl Heart Drops,1,549,Earring,"Red, Gold, White","A pair of handcrafted beaded earrings featuring a large heart-shaped main body densely embroidered with metallic red bugle beads, white faux pearls, gold seed beads, and crystal rhinestones, all bordered by a vivid orange-red seed bead outline. Each earring has a small circular drop pendant also rimmed in orange-red seed beads and filled with white pearl beads. Based on the ruler visible in the image, the main heart component measures approximately 4–5cm across. The piece appears to be crafted using a bead embroidery technique on a fabric or felt base, making it suitable for festive, ethnic, or statement occasions."
EAR21.jpg.jpg,EAR21,Floral Heart Earrings,1,449,Earring,"Pink, Yellow, Orange, Magenta, Dark Red","These are a matching pair of hand-beaded heart-shaped earring bases featuring an intricate floral motif crafted entirely from seed beads in pink, yellow, orange, and magenta, outlined with dark red/burgundy and gold-toned metallic beads. The craftsmanship reflects Indigenous or folk beadwork traditions, with tightly packed bead rows following the contours of stylized petals and leaves. Suitable for festive, cultural, or artisan fashion occasions; the ruler in the image suggests each piece measures approximately 3–4cm across."
EAR22.jpg.jpg,EAR22,Star Disc Studs,1,549,Earring,"Pink, Cream, Teal, and Orange","These are handcrafted beaded earrings featuring a large circular disc shape bordered with pink seed beads and filled with cream/ivory pearl beads. The centerpiece is a star motif outlined in teal seed beads with an orange/red embroidered or beaded fill. Each earring has a small circular stud back piece adorned with mauve/dark pink beads. The piece is well-suited for festive, bohemian, or casual ethnic occasions. Based on the ruler visible in the image, the main disc measures approximately 5–5.5cm in diameter."
EAR23.jpg.jpg,EAR23,Ombre Heart Drops,4,449,Earring,"Hot Pink, Mauve, Light Pink, White","These are handcrafted seed bead earrings featuring four heart-shaped components linked together with gold-tone wire connectors, transitioning in an ombre gradient from vibrant hot pink through mauve and light pink to white. The beads are densely packed in a concentric fill pattern, indicating careful hand-embroidery or bead-weaving craftsmanship on a fabric or felt backing. The two sets shown appear to be a matched pair, suitable for casual, festive, or Valentine's Day occasions."
EAR24.jpg.jpg,EAR24,Double Heart Drops,4,499,Earring,Hot Pink / Fuchsia,"These are handcrafted seed bead embroidered drop earrings featuring a large open-frame heart pendant suspended from a smaller circular beaded top piece via a gold-toned jump ring. The earrings are densely covered in uniformly sized opaque fuchsia/magenta seed beads, creating a smooth, textured surface with multiple concentric rows of beadwork. Measuring approximately 7–8 cm in total length based on the ruler visible in the image, they are bold statement earrings suited for festive, bridal, or fashion-forward occasions. Two pairs are shown, suggesting a production or quality-check context."
EAR25.jpg.jpg,EAR25,Multicolour Hoop Set,4,400,Earring,"Multicolour — Yellow, Pink, Teal/Blue, Light Pink","These are a pair of large statement hoop earrings crafted entirely from tightly packed multicolour seed beads in yellow, hot pink, teal, and blush pink arranged in diagonal stripe patterns. The earrings feature a distinctive S-curve or paisley-inspired silhouette with a small round beaded stud/cluster at the attachment point, suggesting a post or clip-on fastening. Based on the ruler visible at the top of the image, each earring measures approximately 7–8cm in length, making them bold festival or casual statement pieces suited for boho, beach, or summer occasions."
EAR26.jpg.jpg,EAR26,Pink Petal Fan Drops,4,449,Earring,"Pink, Turquoise/Mint, and Ivory/White","These are large statement drop earrings featuring intricate seed bead embroidery in pink and ivory/pearl tones on a fabric base, forming a multi-lobed floral silhouette. Each earring is accented with a teardrop-cut clear crystal at the center and complemented by a fan of layered pink and turquoise acrylic or resin petals radiating outward. The stud top is a small beaded circle, and the craftsmanship reflects Indian handmade beadwork, making them well-suited for festive, bridal, or ethnic occasion wear."
EAR27.jpg.jpg,EAR27,Script Letter Drops,4,399,Earring,White and Green,"A matching pair of decorative drop earrings or brooches featuring cursive script lettering crafted with white seed beads outlining the letterforms and green rhinestone/crystal fill for contrast. Each piece terminates with a small pearl-centered green rhinestone cluster accent. The handcrafted bead embroidery style and color combination of white and green suggest suitability for festive, bridal, or ethnic occasion wear. Based on the ruler visible in the image, each piece measures approximately 7–8 cm in length."
EAR28.jpg.jpg,EAR28,Hummingbird Clips,4,349,Earring,"Teal Green, Black, White, Iridescent Lavender/Silver","These are a matching pair of snap clip-on earrings hand-embroidered with teal seed and bugle beads forming a hummingbird body, with a black and white beaded head detail including a circular eye motif. The wing area is adorned with overlapping iridescent lavender-silver petal-shaped sequins that mimic feather texture. Suitable for bohemian, festive, or whimsical everyday styling; the ruler visible in the image indicates each clip is approximately 7–8 cm in length."
EAR29.jpg.jpg,EAR29,Parrot Bead Drops,2,349,Earring,"Yellow, Gold, Black and White","This is a matching pair of handcrafted beaded earrings shaped like stylized birds (likely parrots or ducks), constructed with densely packed yellow seed beads and tube beads forming the body, overlapping iridescent yellow-green sequins forming the wings, white square beads as an accent band, and black seed beads forming the head/beak area with a detailed white and black eye motif. The craftsmanship is intricate and textile-like, suggesting embroidery appliqué technique. Based on the ruler visible, each piece measures approximately 7–8 cm in length, making them bold statement pieces suitable for festive, ethnic, or fashion-forward occasions."
EAR30.jpg.jpg,EAR30,Orange Floral Drops,4,499,Earring,"Orange, Cream, Magenta/Pink","A handcrafted pair of drop earrings featuring a four-petal flower motif with cream/off-white satin-stitch embroidery and magenta accent stitching radiating from a small rhinestone center. The petals are outlined with orange seed beads, and the earring terminates in a spherical orange seed-bead ball drop that also serves as the stud/post base. The piece appears to be textile and bead work mounted on a fabric base, suitable for festive, ethnic, or boho-chic occasions. Based on the ruler visible in the image, the flower portion measures approximately 4–5cm across."
EAR31.jpg.jpg,EAR31,Arch Bead Drops,3,499,Earring,"Red, Magenta Pink, White, Gold","These are handcrafted seed bead earrings featuring a bold U-shaped arch body with concentric rows of red, magenta, white, and gold seed beads on a fabric/felt base trimmed with gold wire edging. Each earring has a heart/teardrop-shaped top stud element and a matching dangling heart/teardrop charm at the bottom, creating a layered statement look. They measure approximately 8–9cm in total length as confirmed by the ruler in the image, making them ideal for festive, ethnic, or bohemian occasions such as Indian weddings or folk-inspired events."
EAR32.jpg.jpg,EAR32,Black Fringe Drops,4,549,Earring,Black,"A dramatic pair of black beaded tassel earrings featuring a round beaded stud top with a gold-tone post, from which cascade multiple strands of black seed beads and cylindrical bugle beads creating a dense fringe effect. The earrings measure approximately 10–11cm in length based on the ruler visible in the image, making them bold statement pieces ideal for evening wear, festive occasions, or fashion-forward styling. The craftsmanship involves hand-strung bead work with varying strand lengths that create a layered, cascading silhouette."
EAR33.jpg.jpg,EAR33,Orange Gold Tassels,4,549,Earring,Orange and Gold,"A pair of bold handcrafted tassel earrings featuring densely woven orange seed beads with interspersed gold metallic bugle/tube beads forming the long fringe strands. The base of each earring has a distinctive concentric arc (rainbow/chevron) pattern in orange and gold, from which a small round bead ball pendant hangs. The overall silhouette is wide and spreading at the top with strands radiating outward. Based on the ruler visible in the image, each earring measures approximately 13–14cm in total length. The vibrant orange and gold palette makes them ideal for festive, Navratri, or ethnic occasion wear."
EAR34.jpg.jpg,EAR34,Hot Pink Tassels,3,549,Earring,Hot Pink / Magenta,"A bold pair of statement tassel earrings crafted entirely from hot pink/magenta seed beads and metallic bugle beads strung in dense, cascading fringe strands. Each earring features a beaded ball stud top from which multiple strands of beads hang freely, measuring approximately 10–12cm in total length based on the ruler visible in the image. The mix of opaque seed beads and metallic tube bugle beads creates subtle texture and shimmer, making these suitable for festive, party, or bohemian occasion wear."
EAR35.jpg.jpg,EAR35,White Gold Fan Tassels,4,499,Earring,White and Gold,"A pair of handcrafted statement drop earrings featuring a cone/fan-shaped tassel body densely woven with alternating white and gold seed beads in a diagonal striped pattern. The top is adorned with multiple strands of gold sequins fanning outward, creating a dramatic floral-like spray effect. The earrings hang from a small gold-tone hook/clasp at the bottom tip. Based on the ruler in the image, each earring measures approximately 12–13cm in length, placing them firmly in the extra-large statement category. Suitable for festive occasions, bridal wear, or ethnic Indian fashion styling."
EAR36.jpg.jpg,EAR36,Tri-Colour Fringe Drops,4,499,Earring,"Black, Gold, and White","These are handcrafted seed bead fringe earrings featuring a striking tri-colour ombre gradient transitioning from white at the top near the gold-tone hook, through gold in the centre, to black at the fringe tips. The body is woven in a flat loom or brick-stitch pattern, fanning out into long dangling bead strands. Based on the ruler visible in the image, the earrings measure approximately 12–13 cm in total length, making them bold statement pieces well-suited for festive occasions, bohemian or tribal-inspired looks, and evening wear."
EAR37.jpg.jpg,EAR37,Black Copper Fringe,4,549,Earring,"Black, Gold, Copper/Bronze","These are bold statement earrings featuring a beaded half-dome base covered in black seed beads with a small round stud top, from which long multi-strand fringe hangs, transitioning from gold/metallic seed beads near the base to copper/bronze seed beads at the tips. The fringe strands measure approximately 7–8cm based on the ruler visible in the image, making these a dramatic, bohemian-style piece. Well-suited for festive occasions, ethnic wear, or statement fashion styling."
EAR38.jpg.jpg,EAR38,Pearl Crystal Tassels,3,749,Earring,"Gold, White, Black","These are a pair of elaborate statement earrings featuring a heart-shaped stud top encrusted with black beads/stones, attached to a teardrop-shaped body densely embellished with alternating rows of faux pearls and champagne/bronze rhinestone cup chain. A central marquise-cut clear crystal adds a focal point. Multiple long fringe strands of alternating pearl and rhinestone chains cascade downward. The ruler indicates total length of approximately 11–12 cm, making these ideal for festive, bridal, or occasion wear."
EAR39.jpg.jpg,EAR39,Turquoise Chandelier,4,499,Earring,"Turquoise Blue, Metallic Bronze/Navy, Gold","These are long statement chandelier earrings featuring a dense triangular body of woven seed beads in turquoise blue and iridescent dark bronze/navy tones, tapering to multiple fringe strands that terminate in flat gold-plated coin charms. The earrings use gold-tone fish-hook ear wires and measure approximately 10–11cm in total length based on the ruler visible in the image. Ideal for festive, bohemian, or ethnic occasions such as weddings, festivals, or statement casual wear."
EAR40.jpg.jpg,EAR40,Rhinestone Tassel Brooch,4,749,Earring,"Multicolour — Red, Blue, Green, Amber, Gold","This is a matching pair of heavily embellished statement brooches or costume appliqués featuring dense multicolour rhinestone cup-chain weaving in red, blue, green, and amber tones, fanning out into five tassel-like strands from a shield-shaped body. Each piece is anchored by a clear marquise-cut crystal centrepiece and finished at the bottom with a coral/red seed-bead heart or petal motif edged in gold. Based on the ruler visible in the image, each piece measures approximately 11–12 cm in total length, placing them firmly in statement/XL territory. These are well-suited for theatrical costumes, bridal accessories, haute couture embellishments, or festive South Asian occasion wear."
EAR41.jpg.jpg,EAR41,Hot Pink Fan Clips,4,449,Earring,"Hot Pink, Gold, and Peach","This is a decorative clip-on earring (barrette) featuring layered hot pink matte petal/leaf shapes fanned out like feathers, accented with gold-toned metallic leaf elements at the center. The base is embellished with rows of peach/dusty rose seed beads and four faceted champagne crystal rhinestones, edged with a fine gold border. The pair appears to be a matching set, suitable for festive, bridal, or ethnic wear occasions such as weddings or cultural celebrations."
EAR42.jpg.jpg,EAR42,Blue Wing Drops,4,449,Earring,"Royal Blue, Turquoise, and Amber","These are bold statement earrings designed in a wing or feather motif, featuring layered royal blue and mint/turquoise petal-shaped plastic or resin pieces radiating outward. The central body is densely embroidered with turquoise seed beads in a marquise/eye shape, accented with four round amber-toned rhinestone crystals. The craftsmanship combines bead embroidery with dimensional petal layering, making them suitable for festive, ethnic, or bohemian occasions. The ruler in the image confirms the earrings measure approximately 5–6cm in length."
EAR43.jpg.jpg,EAR43,Floral Butterfly Brooch,4,449,Earring,"Magenta Pink, Turquoise Blue, Yellow","This is a matching pair of hand-beaded brooches crafted using tiny seed beads in vibrant magenta, turquoise, and yellow, forming a floral-butterfly hybrid motif. Each piece features embedded faceted rhinestone accents in pink and dark teal, adding sparkle to the dense beadwork. Suitable for festive, bohemian, or resort-wear occasions; the ruler in the image confirms each brooch measures approximately 3–4cm across."
EAR44.jpg.jpg,EAR44,White Fan Pearl Drops,2,399,Earring,White / Ivory,"These are intricately hand-beaded earrings featuring a layered semi-circular fan motif composed of concentric rows of white seed beads, bugle beads, and sequins on a fabric base. Each earring includes a cascading fringe of elongated pearl/shell drops, making them ideal for bridal, festive, or formal occasions. The image shows two pairs — one complete set (top) and what appears to be a work-in-progress or alternate version (bottom) — with the ruler indicating the main body spans approximately 5–6cm."
EAR45.jpg.jpg,EAR45,Garden Bead Drops,1,599,Earring,"Multicolour — White, Purple, Yellow, Pink, Black, Gold","These are a matching pair of hand-beaded floral applique earrings crafted on a fabric/net base using densely packed seed beads in a botanical motif featuring flowers, petals, and leaves. The craftsmanship reflects traditional beadwork techniques with gold-tone outline beads framing circular floral clusters and a distinctive concentric-circle motif at one end. Suitable for festive, ethnic, or statement occasions. The ruler visible in the image confirms each piece is approximately 10–11cm in length, though the wearable/displayed portion appears around 9–10cm."
EAR46.jpg.jpg,EAR46,Floral Garden Drops,2,599,Earring,"Red, White, Pink, Yellow, Gold","These are a pair of handcrafted seed bead earrings featuring an intricate floral garden design with multiple motifs including flowers, leaves, and concentric circle (bullseye) accents. The beadwork is densely packed and mounted on a fabric or resin base with gold-tone seed bead outlining. The vibrant multicolour palette and elaborate handwork make them suitable for festive, ethnic, or boho occasions."
EAR47.jpg.jpg,EAR47,Evil Eye Cross Drops,2,749,Earring,"Blue, Turquoise, and Gold","These are statement drop earrings featuring a gold-plated textured cross-bar connector from which hang intricate evil eye motifs and crescent/fan-shaped beaded charms in cobalt blue and turquoise seed beads with rhinestone borders. The central evil eye pendant is detailed with concentric rings of blue and turquoise beads with a dark pupil center, while the secondary fan-shaped charms add layered movement. Suitable for boho, festival, or statement occasion wear. Based on the ruler visible, the overall drop length appears to exceed 8–9 cm."
EAR48.jpg.jpg,EAR48,Pink Nazar Moon Drops,2,749,Earring,"Pink, Magenta, Black, and Gold","These statement earrings feature a large evil eye motif crafted from pink and magenta seed beads with a black center, suspended from a gold-plated ladder/bar connector. Two beaded half-moon charms adorned with crystal rhinestones dangle from the sides, showcasing intricate hand-beading craftsmanship. Suitable for festive, bohemian, or ethnic occasions; two identical pairs are visible in the image."
EAR49.jpg.jpg,EAR49,Evil Eye Fringe Drops,2,499,Earring,"Multicolour — Blue, White, Black, Gold, Red","These are bold statement earrings featuring a hand-beaded evil eye motif in cobalt blue, white, and black seed beads on a leather or felt backing, accented with a small beaded teardrop drop. Attached is a wide fringe panel composed of multiple rows of multicolour rhinestone cup-chain in gold, red, blue, black, and green — a striking mix of beadwork and rhinestone craftsmanship. The ruler indicates total length of approximately 7–8 cm, making them ideal for festive, bohemian, or ethnic fashion occasions."
